SMILES,caco2_log10
[H]O[n+]1onc(C([H])=N[N-]C(=O)c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c1C([H])([H])[H],-6.08619
[H]C1=C(c2c([H])nc([H])c([H])c2[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c21,-4.83565
[H]c1c([H])c(N([H])C(=O)C([H])([H])[H])c(OC([H])([H])[C@]([H])(C([H])([H])N2C([H])([H])C([H])([H])C3(Oc4c([H])c([H])c(Cl)c([H])c4C3([H])[H])C([H])([H])C2([H])[H])[N+]([H])([H])[H])c([H])c1[O-],-5.56864
[H]O[C@@]([H])(C([H])([H])Oc1c([H])c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c1[H])C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-6.50031
[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])N([H])C(=O)C2(N(C(=O)c3sc4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-4.49214
[H]c1c([H])c([N-]S(=O)(=O)C([H])([H])[H])c([H])c(-n2c3nc(=O)n([H])c(=O)c-3c([H])c3c([H])c([H])c([H])c([H])c32)c1[H],-6.38722
[H]c1sc2nc1C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)[N+]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-6.69897
[H]c1c(C([H])([H])S(=O)(=O)N([H])C([H])([H])[H])c([H])c2c(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c2c1[H],-5.67985
[H]OC([H])([H])[C@@]([H])(C(=O)O[C@@]1([H])C([H])([H])[C@]2([H])N(C([H])([H])[H])[C@]([H])(C1([H])[H])[C@@]1([H])O[C@@]21[H])c1c([H])c([H])c([H])c([H])c1[H],-4.92812
[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(N([H])C(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-4.01323
[H]c1nc(C([H])([H])C([H])([H])[C@]([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])c2c([H])c(Cl)c([H])c([H])c2C([H])([H])N([H])[H])[N+]([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H],-5.61979
[H]c1c([H])c([H])c(C([H])([H])[C@@]2([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)[N+]([H])([C@]([H])(C(=O)N([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[N+]2([H])[H])c([H])c1[H],-5.72125
[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)c1c([H])c(C(=O)N([H])[C@@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c1[H])C([H])([H])OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-6.39794
[H]c1c(F)c([H])c(C2(C([H])([H])[H])Oc3c([H])c([H])c(-c4c(N([H])[H])nc(N([H])[H])nc4C([H])([H])C([H])([H])[H])c([H])c3N(C([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)C2=O)c([H])c1F,-5.55284
[H]c1c([H])c(OC([H])([H])[H])c(F)c(C([H])([H])N([H])C(=O)c2c(N([H])[H])nn(C([H])([H])c3c([H])c([H])c(C([H])([H])n4c([H])c([H])c([H])c([H])c4=O)c([H])c3[H])c2[H])c1C#N,-5.69897
[H]c1c([H])c(C([H])([H])c2n[n-]c(=O)c(C([H])([H])[H])c2[H])c(F)c(Oc2c([H])c(C#N)c([H])c(C#N)c2[H])c1Cl,-4.72125
[H]c1nc(C(=O)N([H])C([H])([H])[H])c([H])c(Oc2c([H])c([H])c3oc(N([H])c4c([H])c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c4[H])nc3c2[H])c1[H],-5.0
[H]c1nc(-n2c(=O)n(C([H])([H])C(=O)N([H])c3c([H])c([H])c4c(c3[H])C([H])([H])[C@@]3(C(=O)[N-]C(=O)N3C([H])([H])[H])C4([H])[H])c3c([H])c([H])c([H])c([H])c32)sc1[H],-4.88606
[H]c1c(F)c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C2([H])[H])c([H])c2c1c(=O)c(C(=O)[O-])c([H])n2C1([H])C([H])([H])C1([H])[H],-4.77211
[H]c1nc2c(c(N([H])[H])n1)C(=O)N(c1c([H])c([H])c(-c3c([H])c([H])c(C#N)c([H])c3Cl)c([H])c1[H])C([H])([H])C([H])([H])O2,-4.31695
[H]c1c([H])c(C(F)(F)F)c([H])c(S(=O)(=O)[N-][C@]([H])(c2nc3c([H])c(Cl)c([H])c([H])c3n2[H])C([H])([H])c2c([H])c([H])c(C3([H])C([H])([H])C(=O)[N-]S3(=O)=O)c(F)c2[H])c1[H],-6.52288
[H]/C(=C1\c2c([H])c([H])c([H])c(OC([H])([H])[H])c2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2C([H])([H])C1([H])[H],-4.62525
[H]C([H])=C([H])C1=C(C([H])([H])[H])/C(=C(/[H])c2c(C([H])([H])[H])c(C([H])([H])C([H])([H])C(=O)[O-])c(C([H])([H])c3c(C([H])([H])C([H])([H])C(=O)[O-])c(C([H])([H])[H])c(/C([H])=C4\C(C([H])=C([H])[H])=C(C([H])([H])[H])C(=O)N4[H])n3[H])n2[H])N([H])C1=O,-6.13136
[H]c1c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(S(=O)(=O)c3c([H])c([H])c4c(c3[H])C([H])([H])C(=O)N4[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(=O)[O-],-6.22185
[H]OC([H])([H])C(C([H])([H])O[H])(C([H])([H])C([H])([H])c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C(F)(F)F)c([H])c1[H])[N+]([H])([H])[H],-5.53018
[H]c1nc2c(c([H])c1[H])/C(=N\OC([H])([H])C([H])([H])F)C(=O)N2C([H])([H])c1nc2c([H])c([H])c([H])c([H])c2n1C([H])([H])C([H])([H])C([H])([H])C#N,-4.80967
[H]c1c([H])c(C(=O)[N+]2([H])C([H])([H])C([H])([H])n3c(-c4nc(C([H])([H])[H])ns4)nnc3[C@@]2([H])C([H])([H])[H])c([H])c([H])c1F,-4.31247
[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])nnc(N2C([H])([H])C([H])([H])[N+]([H])(C(=O)c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])C2([H])[H])c1[H],-4.79588
[H]c1nc2c(c([H])c1C#N)c([H])c([H])n2-c1nc([H])c(-c2nnn(C3([H])C([H])([H])[N+]([H])(C(=O)C([H])([H])[H])C3([H])[H])c2[H])c([N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],-4.767
[H]c1c([H])c([H])c([C@]([H])(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])C([H])([H])[H])c([H])c1[H],-4.48149
[H]OC1(c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c21,-4.5391
[H]c1c([H])c([O-])c(C(=O)OC([H])([H])[H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(N([H])C(=O)C(=O)[O-])c([H])c2[H])c1[H],-6.0
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@@]6([H])C([H])([H])[C@@]([H])(O[H])[C@]7(C([H])([H])[H])C([H])(C8=C([H])C(=O)OC8([H])[H])C([H])([H])C([H])([H])[C@]7(O[H])[C@]6([H])C([H])([H])C([H])([H])[C@]5([H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],-5.63078
[H]c1c([H])c([H])c(C([H])([H])[C@@]2([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])C([H])([H])C(=O)N([C@]([H])(C(=O)N([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N2[H])c([H])c1[H],-5.45967
[H]c1nc([H])c(-c2c([H])c([H])c([H])c([C@]3(c4c([H])c([H])nc(C([H])(F)F)c4[H])c4c([H])c(F)c([H])c(F)c4C(N([H])[H])=[N+]3[H])c2[H])c([H])n1,-4.4318
[H]c1c([H])c([C@@]([H])(C([H])([H])[H])[N+]2([H])C(=O)c3c([H])c(I)c([H])c([H])c3N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])C(=O)[C@]2([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Cl,-4.98716
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3[C@@]4([H])C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[C@]([H])(N([H])C(=O)c3c([H])c5c([H])c([H])c([H])c([H])c5n(C([H])(C([H])([H])[H])C([H])([H])[H])c3=O)C4([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],-4.69897
[H]c1c([H])c(F)c([H])c([C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])N2[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(n2c(C([H])([H])[H])nc4c2C([H])([H])C([H])([H])[N+]([H])(C(=O)OC([H])([H])[H])C4([H])[H])C3([H])[H])c1[H],-5.52288
[H]N=S(=O)(C([H])([H])[H])C([H])([H])c1c([H])c([H])nc(N([H])c2nc([H])c(F)c(-c3c([H])c([H])c(F)c([H])c3OC([H])([H])[H])c2[H])c1[H],-4.79317
[H]C#CC([H])([H])[N+]([H])(C([H])([H])c1c([H])c([H])c([O-])c2nc([H])c([H])c([H])c12)C([H])(C#N)C1([H])C([H])([H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],-5.30715
[H]O[C@@]1([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2OC([H])([H])[C@@]([H])(O[H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C3(Oc4c([H])c([H])c(Cl)c([H])c4C3([H])[H])C([H])([H])C2([H])[H])C1([H])[H],-5.18709
[H]c1c([H])c(-c2c(N([H])[H])nc(N([H])[H])nc2C([H])([H])C([H])([H])[H])c([H])c2c1OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],-4.85387
[H]Oc1c([H])c(O[H])c([C@@]2([H])c3c(O[H])c([H])c([O-])c([H])c3O[C@]([H])(c3c([H])c([H])c([O-])c([O-])c3[H])[C@]2([H])O[H])c2c1[C@]([H])(c1c([O-])c([H])c([O-])c3c1O[C@]([H])(c1c([H])c([H])c([O-])c([O-])c1[H])[C@]([H])(O[H])C3([H])[H])[C@@]([H])(O[H])[C@@]([H])(c1c([H])c([H])c([O-])c([O-])c1[H])O2,-6.56864
[H]O[S+](C([H])([H])[H])C([H])([H])c1c([H])c([H])c(C(=O)N([H])c2c(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C3([H])[H])nc(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])O[H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c12,-4.58503
[H]c1nc(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c2c(c1[H])c(C(=O)[N+]1([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H])c(Oc1c([H])c(F)c([H])c([H])c1C([H])([H])[H])n2-c1c([H])c([H])c([H])c([H])c1[H],-5.40894
[H]c1nc(O[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])([N+]3([H])C([H])([H])[C@@]4([H])OC([H])([H])[C@]3([H])C4([H])[H])C([H])([H])C2([H])[H])c2c(C([H])([H])[H])c([H])n([H])c2n1,-4.5376
[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])C(=O)C([H])([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c([O-])c([H])c1[H],-6.97881
[H]c1c([H])c(C([H])([H])N(C(=O)[C@@]2(c3c([H])c([H])c(Cl)c(Cl)c3[H])C([H])([H])[C@@]2([H])C([H])([H])N2C([H])([H])C([H])([H])N(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c([H])c1F,-4.60206
[H]O[C@@]([H])(C([H])([H])Oc1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-4.46344
[H]Oc1c(C([H])=O)c([O-])c(C([H])=O)c([O-])c1[C@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@]1([H])[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]2(O[H])C([H])([H])[H],-5.76955
[H]c1nc(-c2c([H])c([H])c([H])c([H])c2F)c([H])c(-c2c([H])c3c(n2[H])C([H])([H])C([H])([H])N([H])C3=O)c1[H],-5.02457
[H]OC([H])([H])C(=O)[C@@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])[C@@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@@]21C([H])([H])[H],-5.4437
[H]c1c([H])c(C([H])([H])[C@]2([H])N([H])C([H])([H])C([H])([H])[C@]([H])(c3on([H])c(=O)c3[H])C2([H])[H])c([H])c([H])c1F,-5.4318
[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)[N+]2([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])N([H])C(=O)C2(N([H])C(=O)c3sc4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-5.69897
[H]c1nc2c([H])c([H])c(=O)n(C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])[C@]([H])([N+]([H])([H])C([H])([H])c4nc5c(c([H])c4[H])OC([H])([H])C(=O)N5[H])[C@]([H])(F)C3([H])[H])c2c([H])c1F,-5.09151
[H]c1c([H])c(-n2nc(C(=O)N([H])[H])c3c2C(=O)N(c2c([H])c([H])c(C4(C([H])([H])C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])C([H])([H])C4([H])[H])c([H])c2[H])C([H])([H])C3([H])[H])c([H])c([H])c1OC([H])([H])[H],-5.34679
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@]5(C([H])([H])[H])[C@@]6([H])C([H])([H])[C@@]([H])(O[H])[C@]7(C([H])([H])[H])C([H])(C8=C([H])C(=O)OC8([H])[H])C([H])([H])C([H])([H])[C@]7(O[H])[C@]6([H])C([H])([H])C([H])([H])[C@]5([H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],-5.09691
[H]c1c([H])c(Cl)c(C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(-c3c(C(F)(F)F)c([H])c(C([H])([H])[H])n(C([H])([H])[H])c3=O)c([H])c2[H])c(Cl)c1[H],-4.48812
[H]c1c([H])c(C([H])([H])C2([H])C([H])([H])C([H])([H])OC3(C([H])([H])C([H])([H])N(C([H])([H])c4c([H])c([H])c(C([H])([H])Oc5c([H])c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c([H])c5[H])c([H])c4[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c([H])c1F,-5.06048
[H]c1nc(-c2nc3c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c3n2[H])c([H])c([H])c1[H],-6.4698
[H]c1nc(C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])sc1-c1c([H])nc(N([H])[H])c(OC([H])([H])c2c([H])c([H])nc([H])c2[H])c1[H],-6.52288
[H]c1nc(S(=O)(=O)[N+]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C2([H])C([H])([H])c3c([H])c(C#N)c([H])c([H])c3N(C([H])([H])c3c([H])nc([H])n3C([H])([H])[H])C2([H])[H])c([H])c([H])c1[H],-6.22185
[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[N-]S(=O)(=O)C1([H])C([H])([H])C1([H])[H])N([H])C(=O)[C@@]1([H])N(C(=O)[C@@]([H])(N([H])C(=O)OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@](OC([H])([H])[H])(c2c([H])c([H])c(-c3c([H])nn(C([H])([H])[H])c3[H])c([H])c2[H])C1([H])[H],-5.5376
[H]C#CC([H])([H])[N+]([H])(C([H])([H])c1c([H])c([H])c([O-])c2nc([H])c([H])c([H])c12)C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],-5.2644
[H]c1nc([H])c([H])c(N(C(=O)[C@]2([H])[C@@]([H])(C([H])([H])c3c([H])c([H])nc(N([H])[H])c3[H])C(=O)[N+]2([H])C(=O)[N+]([H])(C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])c(Cl)c2[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c1[H],-5.0
[H]c1c([H])c([H])c([C@@]2(C(=O)[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[N+]([H])([H])[H])c([H])c1[H],-5.29243
[H]c1c([H])c([H])c2c(c1[H])-c1c(nn(-c3nc4c([H])c([H])c(OC([H])([H])[H])c([H])c4s3)c1[O-])C([H])([H])C2([H])[H],-4.8962
[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],-3.97235
[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])C(=O)[O-])c([H])n2[H],-4.84771
[H]c1nn(-c2c([H])c([H])c3[n-]c(C([H])([H])[H])nc3c2[H])c(N([H])[H])c1C(=O)c1c([H])c2c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c2n1[H],-7.1549
[H]c1c([H])c([H])c(C(=O)[N+]2([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)C(=O)c3c([H])n([H])c4c([H])c([H])c([H])c(F)c34)C([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c([H])c1[H],-4.767
[H]Oc1c([H])c([H])nc([H])c1[H],-4.10902
[H]c1c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])nnc(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])C2([H])[H])c1[H],-4.88606
[H]c1nc(N([H])[H])c2c([H])c(C([H])([H])C([H])(C(=O)[N+]3([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])N([H])S(=O)(=O)c3c([H])c([H])c4c([H])c([H])c(OC([H])([H])[H])c([H])c4c3[H])sc2c1[H],-5.65758
[H]c1nc2c(c([H])nn2-c2nc([H])c(-c3onc([C@@]4([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)C([H])([H])[H])C4([H])[H])c3[H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.90309
[H]c1c([H])c([C@@]23C([H])([H])[C@]2([H])C([H])([H])[N+]([H])([H])C3([H])[H])c([H])c(Cl)c1Cl,-4.15989
[H]c1c([H])c(C2([H])C([H])([H])C(=O)[N-]S2(=O)=O)c([H])c([H])c1C([H])([H])[C@@]([H])(c1nc2c([H])c([H])c([H])c([H])c2n1[H])N([H])c1nc2c([H])c([H])c([H])c([H])c2s1,-5.88606
[H]c1c(OC([H])(C([H])([H])[H])C2([H])C([H])([H])C(=O)C([H])([H])C(=O)C2([H])[H])c([H])c(C(F)(F)F)c([H])c1C(F)(F)F,-4.60555
[H]C([H])([H])C12OOC34C([H])(OC([H])(OC(=O)C([H])([H])C([H])([H])C(=O)[O-])C([H])(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C4([H])C([H])([H])C1([H])[H])O2,-5.40012
[H]C([H])=C([H])C([H])([H])[N+]([H])(C(=O)[C@@]1(c2c([H])sc([H])c2[H])C([H])([H])[C@@]1([H])C([H])([H])N([H])[H])C1([H])C([H])([H])C1([H])[H],-5.27572
[H]/C(C(=O)N([H])C([H])([H])[H])=C(/c1c([H])c([H])c([H])c(F)c1[H])c1c([H])c([H])c2nc(N([H])[H])n(S(=O)(=O)[N-]C(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2c1[H],-4.39041
[H]c1nc2c([H])c([H])c(=O)n(C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([N+]([H])([H])C([H])([H])c4c([H])nc(OC([H])([H])[H])c(C#N)c4[H])C([H])([H])C3([H])[H])c2c([H])c1OC([H])([H])[H],-4.88606
[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[N-]S(=O)(=O)C1([H])C([H])([H])C1([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[C@@]([H])(n2nnc(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])C([H])([H])[N+]1([H])C(=O)[C@@]([H])(N([H])C(=O)OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-5.95861
[H]c1c(-c2c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c2[H])oc(-c2c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c2[H])c1[H],-6.42022
[H]c1c(C([H])([H])n2c(C(=O)N([H])C3([H])C([H])([H])C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c3c([H])c([H])c([H])c([H])c32)noc1-c1sc(Cl)c([H])c1[H],-5.90658
[H]c1c([H])c(C(F)(F)F)c([H])c([N+]2([H])C(=O)N([H])[C@]([H])(c3c([H])c([H])c(C#N)c([H])c3[H])C3=C2C([H])([H])C([H])([H])N(C([H])([H])[H])C3=O)c1[H],-4.76955
[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c([H])c1N2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(c2c([H])c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-5.11351
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]1([H])ON=C(c2c([H])nc(-n3nc([H])c4c([H])c(C#N)c([H])nc43)c([H])c2N([H])C([H])([H])C([H])(F)F)C1([H])[H],-4.85078
[H]O[C@]1([H])C([H])([H])[C@@]([H])(n2c([H])c(F)c(=O)[n-]c2=O)O[C@@]1([H])C([H])([H])OC(=O)C([H])(N([H])[H])C([H])([H])C(=O)[O-],-6.48945
[H]c1c(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(F)c([H])c([C@]2(F)C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])[H])C2([H])[H])c1[H],-4.34969
[H][N-]S(=O)(=O)c1c([H])c2c(c([H])c1Cl)[N+]([H])=C([H])N([H])S2(=O)=O,-6.03621
[H]c1nc([H])c([H])c(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1[H],-4.5817
[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(N([H])C(=O)c2c([H])c(C(=O)N([H])[C@@]([H])(c3c([H])c([H])c(F)c([H])c3[H])C([H])([H])[H])c([H])c(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c2[H])C([H])([H])N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-5.0
[H]c1c([H])c(C(C#N)(C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],-5.79588
